calibram;s.m.;calibrar
calibre;s.m.;calibrar
calibro;adj.; f. (ó); pl. (ó);calibrar
califas;s.f.;califa
caligina;v.;caliginar
caligine;adj. s.m.;caliginar
caligino;adj.; f. (ó); pl. (ó);caliginar
caligrafa;s.f.;caligrafar
caligrafado;adj.;caligrafar
caligrafo;s.m.; cf. caligrafo, fl. do v. caligrafar;caligrafar
calma;s.f.;calmo
calma;s.f.;calmo
calma;s.f.;calmar
calmaria;s.f.;calmar
calme;s.f.;calmar
calmei;s.f.;calmar
calmo;adj.;calmar
calmos;adj.; f. (ó); pl. (ó);calmo
calmos;adj.; f. (ó); pl. (ó);calmo
calo;s.m. "calão de marginais"; cf. calo s.m., fl. do v. calar, e caló;calar
calores;s.f.;calor
calorifica;s.f.;calorificar
calorificado;adj.;calorificar
calorifico;adj. s.m.; cf. calorifico, fl. do v. calorificar;calorificar
calos;s.f.;calo
caloteado;adj.;calotear
calotes;s.f.2n.;calote
calou;s.f.;calar
calque;s.m.;calcar
calunia;s.f.; cf. calunia, fl. do v. caluniar;caluniar
caluniado;adj. s.m.;caluniar
caluniam;s.m.;caluniar
calunio;adj.; f. (ó); pl. (ó);caluniar
calva;s.f.;calvo
calva;s.f.;calvo
calva;s.f.;calvar
calvado;adj. s.m.;calvar
calvaria;s.f.;calvar
calve;v.;calvar
calvo;adj. s.m.;calvar
cama;s.f.;camar
camada;s.f.;camar
camarada;adj. s.2g.;camaradar
camareira;s.f.;camareiro
camartelo;s.m.;camartelar
camas;s.f.;cama
camas;s.f.;camar
cambada;s.f.;cambar
cambado;adj.;cambar
cambaleado;adj.;cambalear
cambaleio;s.m.;cambalear
cambalhota;s.f.;cambalhotar
cambalhotada;s.f.;cambalhotar
cambalhote;s.m.;cambalhotar
cambalhotei;s.m.;cambalhotar
cambia;s.f.;cambiar
cambiado;adj.;cambiar
cambiam;s.m.;cambiar
cambias;adj. s.2g.;cambiar
cambio;s.m.; cf. cambio, fl. do v. cambiar;cambiar
caminha;s.f.;cama
caminha;s.f.;caminhar
caminhada;s.f.;caminhado
caminhada;s.f.;caminhar
caminhado;adj. s.m.;caminhada
caminhado;adj. s.m.;caminhada
caminhado;adj. s.m.;caminhar
caminham;s.m.;caminhar
caminhe;s.f.;caminhar
caminhei;s.f.;caminhar
caminho;s.m.;caminhar
camioneta;s.f.;caminhão
camiseira;s.f.;camiseiro
camiseira;s.f.;camiseiro
camisinha;s.f.;camisa
camoniana;s.f.;camoniano
camoniana;s.f.;camoniano
campa;adj. s.2g. s.f.;campar
campainha;s.f.;campainhar
campainhada;s.f.;campainhar
campanulada;s.f.;campanulado
campanulada;s.f.;campanular
campanulado;adj.;campanular
campas;s.m.;campa
campas;s.m.;campar
campesina;s.m.;campesino
campesina;s.m.;campesino
campo;s.m.;campar
camponesa;s.f.pl.;camponês
camponesa;s.f.pl.;camponês
camponesas;s.f.pl.;camponês
camponesas;s.f.pl.;camponês
campos;adj. s.2g.; pl. campos-altenses;campo
camufla;adj.;camuflar
camuflado;adj.;camuflar
canaliza;s.f.;canalizar
canalizado;adj.;canalizar
canarinho;s.m.;canário
canas;s.f.pl.;cana
canas;s.f.pl.;cana
cancela;s.f.;cancelar
cancelada;s.f.;cancelar
cancelado;adj.;cancelar
cancelam;s.m.;cancelar
cancelaria;s.f.; cf. cancelaria, fl. do v. cancelar;cancelar
cancele;adj. s.2g.;cancelar
cancelo;s.m. "gradil"; cf. cancelo, fl. do v. cancelar;cancelar
cancera;s.f.;cancerar
cancerado;adj.;cancerar
cancere;s.f.;cancerar
cancerem;s.f.;cancerar
canceriza;s.f.;cancerizar
cancerizado;adj.;cancerizar
cancero;s.f.;cancerar
cancerosa;s.f.;canceroso
cancerosa;s.f.;canceroso
cancros;s.f.;cancro
candeia;adj. s.2g. s.f.;candear
candeio;s.m.;candear
candidata;adj.;candidato
candidata;adj.;candidato
candidata;adj.;candidatar
candidatado;adj.;candidatar
candidato;s.m.;candidatar
candonga;s.f.;candongar
candongo;s.m.;candongar
candongue;v.;candongar
candonguei;s.f.;candongar
canela;adj. s.2g. s.f.;canelar
canelada;s.f.;canelado
canelada;s.f.;canelado
canelada;s.f.;canelar
canelado;adj. s.m.;canelar
canelam;s.f.;canelar
canelas;;canela
canelas;;canelar
canele;s.f.;canelar
canelei;s.f.;canelar
canelo;s.m.; cf. canelo, fl. do v. canelar;canelar
canfora;s.f.; cf. canfora, fl. do v. canforar;canforar
canforada;s.f.;canforar
canforado;adj.;canforar
canfore;s.f.;canforar
canforei;s.f.;canforar
canforo;adj.2g.;canforar
canhona;s.f.;canhonar
canhonada;s.f.;canhonar
canhone;v.;canhonar
canhonei;s.m.;canhonar
canhoneio;s.m.;canhonear
canhoneira;s.f.;canhoneiro
canhoneira;s.f.;canhoneiro
canhota;s.f.;canhoto
canhota;s.f.;canhoto
canibaliza;s.f.;canibalizar
canina;s.f.;canino
canina;s.f.;canino
canis;adj. s.m.;canil
canoniza;s.f.;canonizar
canonizado;adj.;canonizar
canonizam;s.m.;canonizar
canos;cf. canária;cano
canos;cf. canária;cano
cansa;adj. s.2g.; pl. cansa-pernenses;cansar
cansado;adj.;cansar
cansam;s.m.;cansar
canse;s.f.;cansar
cansei;s.f.;cansar
canso;adj. s.m.;cansar
canta;s.f.;cantar
cantada;s.f.;cantar
cantado;adj.;cantar
cantara;s.f. "espécie de cântaro"; cf. cantara, fl. do v. cantar;cantar
cantarei;s.f.;cantar
cantareja;v.;cantarejar
cantarejo;s.m.;cantarejar
cantaria;s.f.;cantar
cantarias;s.f.;cantaria
cantarias;s.f.;cantar
cantarola;s.f.;cantarolar
cante;s.m.;cantar
cantei;s.m.;cantar
canto;s.m.;cantar
cantora;s.f.;cantor
cantos;s.m.;canto
caotiza;s.f.;caotizar
sufoca;s.f.;sufocar
sufocado;adj.;sufocar
sufocam;s.m.;sufocar
sufoco;s.m.;sufocar
sufraga;adj.;sufragar
sufragado;adj.;sufragar
suga;s.m.2n.;sugar
sugado;adj.;sugar
sugam;adj. s.m.;sugar
sugeri;adj.;sugerir
sugerido;adj.;sugerir
sugestiona;s.f.;sugestionar
sugestionado;adj.;sugestionar
sugestionam;s.m.;sugestionar
sugo;s.m.;sugar
suicida;adj. s.2g.;suicidar
suicidado;adj.;suicidar
suicido;s.f.;suicidar
suja;s.f.;sujo
suja;s.f.;sujar
sujado;adj.;sujar
suje;s.f.;sujar
sujei;s.f.;sujar
sujeita;s.f.;sujeito
sujeita;s.f.;sujeito
sujeita;s.f.;sujeitar
sujeitado;adj.;sujeitar
sujeito;adj. s.m.;sujeitar
sujo;adj. s.m.;sujar
sulca;adj.;sulcar
sulcado;adj.;sulcar
sulcam;s.m.;sulcar
sulco;s.m.;sulcar
sulfata;s.f.;sulfatar
sulfatado;adj.;sulfatar
sulfatara;s.f.;sulfatar
sulfataria;adj.;sulfatar
sulfatiza;s.f.;sulfatizar
sulfatizado;adj.;sulfatizar
sulfato;s.m.;sulfatar
sulfura;s.f.;sulfurar
sulfurado;adj.;sulfurar
sulfuraria;s.f.; cf. sulfuraria, fl. do v. sulfurar;sulfurar
sulfure;s.f.;sulfurar
sulfurei;s.f.;sulfurar
sulfureto;s.m.;sulfuretar
sulfuro;adj.2g. s.m.;sulfurar
sultana;s.f. de sultão;sultão
suma;s.m.f.;sumo
suma;s.m.f.;sumo
suma;s.m.f.;sumir
sumaria;s.f.;sumariar
sumariado;adj.;sumariar
sumario;adj. s.m.; cf. sumario, fl. do v. sumariar;sumariar
sumi;s.f.;sumir
sumida;s.f.;sumido
sumida;s.f.;sumir
sumido;adj.;sumir
sumis;adj. s.2g.;sumir
sumo;adj. s.m. "elevado", "suco"; cf. sumô;sumir
sumos;adj.; f. (ó); pl. (ó);sumo
sumos;adj.; f. (ó); pl. (ó);sumo
suo;s.f.;suar
supera;s.f.;superar
superabunda;adj.;superabundar
superabundado;adj.;superabundar
superado;adj.;superar
superalimenta;s.f.;superalimentar
superalimentado;adj.;superalimentar
superam;adj.;superar
superando;adj.;superar
supere;s.f.;superar
superem;s.f.;superar
superes;s.m.;superar
superexcita;s.f.;superexcitar
superexcitado;adj.;superexcitar
superintende;s.f.;superintender
superioriza;s.f.;superiorizar
superiorizado;adj.;superiorizar
superlativa;s.f.;superlativo
superlativa;s.f.;superlativo
superlativa;s.f.;superlativar
superlativado;adj.;superlativar
superlativo;adj. s.m.;superlativar
superlota;s.f.;superlotar
superlotado;adj.;superlotar
superlote;s.f.;superlotar
supero;adj.; cf. supero, fl. do v. superar;superar
superpovoado;adj.;superpovoar
supervisiona;adj.;supervisionar
supervisionado;adj.;supervisionar
suplanta;s.f.;suplantar
suplantado;adj.;suplantar
suplantam;s.m.;suplantar
suplemento;s.m.;suplementar
suplica;s.f.; cf. suplica, fl. do v. suplicar;suplicar
suplicado;adj. s.m.;suplicar
suplicam;s.m.;suplicar
suplicia;adj. s.m.;supliciar
supliciado;adj. s.m.;supliciar
supliciam;s.m.;supliciar
suplicio;s.m.; cf. suplicio, fl. do v. supliciar;supliciar
suplico;s.m.; cf. suplico, fl. do v. suplicar;suplicar
suplique;adj.;suplicar
suporta;s.f.;suportar
suportado;adj.;suportar
suportam;s.m.;suportar
suportando;adj.;suportar
suporte;s.m.;suportar
suposto;adj. s.m.; f. (ó); pl. (ó);supor
supra;adv. lat.</span><span class="palavra-estrangeira">estrangeira;suprir
supram;adj.2g.;suprir
supras;s.f.;suprir
supre;s.f.;suprir
suprem;s.f.;suprir
suprema;s.f.;supremo
suprema;s.f.;supremo
supres;s.f.;suprir
supri;adj.;suprir
suprido;adj.;suprir
suprime;s.m.;suprimir
suprimi;adj.;suprimir
suprimido;adj.;suprimir
surda;s.f.;surdo
surda;s.f.;surdo
surda;s.f.;surdir
surde;v.;surdir
surdes;s.f.;surdir
surdi;s.f.;surdir
surdida;s.f.;surdir
surdido;adj.;surdir
surdina;s.f.;surdinar
surdis;adj. s.2g.;surdir
surdo;adj. s.m.;surdir
surge;adj.2g. s.f.;surgir
surgi;s.f.;surgir
surgida;s.f.;surgido
surgida;s.f.;surgir
surgido;adj.;surgir
surpreende;adj. s.m.;surpreender
surpreendi;adj. s.m.;surpreender
surpreendido;adj. s.m.;surpreender
surpresa;s.f.; cf. surpresa, fl. do v. surpresar;surpreso
surpresa;s.f.; cf. surpresa, fl. do v. surpresar;surpresar
surpreso;adj.; cf. surpreso, fl. do v. surpresar;surpresar
surra;s.f.;surrar
surrado;adj.;surrar
surram;s.m.;surrar
surras;s.m.;surra
surras;s.m.;surrar
surre;s.m.;surrar
surrei;s.f.;surrar
surripia;s.f.;surripiar
surripiado;adj.;surripiar
surripio;s.m.;surripiar
surro;s.m.;surrar
surti;s.f.;surtir
surtida;s.f.;surtir
surto;adj. s.m.;sortir
suscetibiliza;s.f.;suscetibilizar
suscetibilizado;adj.;suscetibilizar
suscita;s.f.;suscitar
suscitado;adj. s.m.;suscitar
suscitam;s.m.;suscitar
suspeita;s.f.;suspeito
suspeita;s.f.;suspeito
suspeita;s.f.;suspeitar
suspeitado;adj.;suspeitar
suspeito;adj. s.m.;suspeitar
suspeitos;s.f.;suspeito
suspeitos;s.f.;suspeito
suspeitos;s.f.;suspeitar
suspende;v.;suspender
suspendi;s.f.;suspender
suspendida;s.f.;suspender
suspendido;adj.;suspender
suspensa;s.f.;suspenso
suspensa;s.f.;suspender
suspenso;adj.;suspender
suspira;s.f.;suspirar
suspirado;adj.;suspirar
suspire;adj. s.2g.;suspirar
suspiro;s.m.;suspirar
suspiros;s.m.pl.;suspiro
sussurra;s.f.;sussurrar
sussurrado;adj.;sussurrar
sussurre;v.;sussurrar
sussurro;s.m.;sussurrar
sussurros;adj.; f. (ó); pl. (ó);sussurro
susta;s.f.;sustar
sustado;adj.;sustar
sustam;s.m.;sustar
suste;adj.;sustar
sustendo;adj.2g.;suster
susteniza;adj.;sustenizar
sustenizado;adj.;sustenizar
sustenta;s.m.2n.;sustentar
sustentado;adj.;sustentar
sustentam;s.m.;sustentar
sustento;s.m.;sustentar
sustido;adj.;suster
susto;s.m.;sustar
sustos;adj.; f. (ó); pl. (ó);susto
sutura;s.f.;suturar
suturado;adj.;suturar
tabacos;s.f.;tabaco
tabaqueado;adj.;tabaquear
tabaqueiras;s.f.pl.;tabaqueira
tabaqueiras;s.f.pl.;tabaqueira
tabela;s.f.;tabelar
tabelada;s.f.;tabelar
tabelado;adj.;tabelar
tabelam;s.m.;tabelar
tabelaria;s.f.; cf. tabelaria, fl. do v. tabelar;tabelar
tabique;s.m.;tabicar
tabuinha;s.f.;tábua
tabulado;adj. s.m.;tabular
tacanha;s.f.;tacanho
tacha;s.f.;tachar
tachada;s.f.;tachado
tachada;s.f.;tachado
tachada;s.f.;tachar
tachado;adj.; cf. taxado;tachar
tache;adj.;tachar
tachei;s.m.;tachar
tachinha;s.f.;tacha
tacho;s.m.; cf. taxo, fl. do v. taxar;tachar
tacos;s.f.;taco
tagarela;adj. s.2g. s.f.;tagarelar
tagarelada;s.f.;tagarelar
tagarelado;adj.;tagarelar
taipa;s.f.;taipar
tais;s.m.;tal
tais;s.m.;tal
tala;s.f.;talar
talada;s.f.;talado
talada;s.f.;talado
talada;s.f.;talar
talado;adj. s.m.;talar
talam;adj. s.2g.;talar
talamos;adj.;talar
talara;s.f.;talar
talaria;s.f.;talar
talas;adj. s.2g.;tala
talas;adj. s.2g.;talar
talasse;s.f.;talar
talassem;s.f.;talar
tale;s.m.;talar
talei;s.f.;talar
talentos;adj.; f. (ó); pl. (ó);talento
talha;s.f.;talhar
talhada;s.f.;talhado
talhada;s.f.;talhado
talhada;s.f.;talhar
talhado;adj. s.m.;talhar
talhadora;s.f.;talhador
talhadora;s.f.;talhador
talham;s.m.;talhar
talharia;s.f.;talhar
talhe;s.m.;talhar
talhei;s.m.;talhar
talho;s.m.;talhar
talo;s.m.;talar
talos;s.f.;talo
talou;s.f.;talar
taluda;adj.;taludo
taluda;adj.;taludo
taluda;adj.;taludar
taludado;adj.;taludar
taludam;s.m.;taludar
talude;s.m.;taludar
taludo;adj.;taludar
tamanca;s.f.;tamanco
tamanca;s.f.;tamanco
tamanca;s.f.;tamancar
tamancada;s.f.;tamancar
tamancaria;s.f.;tamancar
tamanco;s.m.;tamancar
tamanhinho;adj. s.m.;tamanho
tamanhinho;adj. s.m.;tamanho
tamborila;s.f.;tamborilar
tamborilada;s.f.;tamborilar
tamborilado;adj.;tamborilar
tamborile;s.f.;tamborilar
tamborilei;s.f.;tamborilar
tampa;s.f.;tampo
tampa;s.f.;tampar
tampado;adj.;tampar
tampo;s.m.;tampar
tampou;adv.;tampar
tanga;s.f.;tangar
tangado;adj.;tangar
tangara;s.m.;tangar
tange;s.m.; pl. tange-asnos;tanger
tangei;s.f.;tanger
tangencia;s.f.; cf. tangencia, fl. do v. tangenciar;tangenciar
tangenciado;adj.;tangenciar
tangendo;adj.;tanger
tangerina;s.f.;tangerino
tangerina;s.f.;tangerino
tangi;s.f.;tanger
tangida;s.f.;tanger
tangido;adj.;tanger
tango;s.m.;tangar
tangue;adj. s.m.;tangar
tanguei;adj. s.m.;tangar
tanja;adj. s.m.;tanger
tanjas;s.m.;tanger
tanta;adj. s.2g. s.m. "pessoa desequilibrada"; c.f. tam-tam;tanto
tapa;adj. s.2g. s.m.f.;tapar
tapada;s.f.;tapado
tapada;s.f.;tapado
tapada;s.f.;tapar
tapado;adj. s.m.;tapar
tapai;adj. s.2g.;tapar
tapam;s.m.;tapar
tapara;adj. s.2g.;tapar
taparam;adj. s.2g.;tapar
tapas;s.m.;tapa
tapas;s.m.;tapar
tapaste;s.m.;tapar
tape;adj. s.2g. s.m.;tapar
tapeado;adj.;tapear
tapei;s.m.;tapar
tapem;s.f.;tapar
tapete;s.m.; cf. tapete, fl. do v. tapetar;tapetar
tapo;s.f.;tapar
tara;s.f.;tarar
tarado;adj. s.m.;tarar
tarai;s.f.;tarar
taram;s.m.;tarar
tarara;s.f. "limpador de trigo"; cf. tarará;tarar
taras;s.f.;tara
taras;s.f.;tarar
tarda;s.f.;tardo
tarda;s.f.;tardo
tarda;s.f.;tardar
tardada;s.f.;tardar
tardado;adj.;tardar
tardam;s.m.;tardar
tarde;adv. s.f.;tardar
tardei;adj.;tardar
tardes;adj.;tarde
tardes;adj.;tardar
tardia;adj. s.m.;tardio
tardo;adj. s.m.;tardar
tare;v.;tarar
tarei;s.f.;tarar
tareia;s.f.;tarear
tarifa;s.f.;tarifar
tarifado;adj.;tarifar
tarja;s.f.;tarjar
tarjado;adj.;tarjar
tarje;s.f.;tarjar
taro;s.m.;tarar
tarou;s.f.;tarar
tarraxa;s.f.;tarraxo
tarraxa;s.f.;tarraxar
tarraxo;s.m.;tarraxar
tarsos;s.m.;tarso
tasca;s.f.;tascar
tasco;s.m.;tascar
tasquinha;s.2g. s.f.;tasca
tasquinha;s.2g. s.f.;tasquinhar
tateado;adj.;tatear
tateio;s.m.;tatear
tatua;s.f.;tatuar
tatuado;adj. s.m.;tatuar
tatuai;s.m.;tatuar
tatuam;adj. s.2g.;tatuar
tatue;adj. s.2g.;tatuar
tatus;adj. s.m.;tatu
taurina;s.f.;taurino
taurina;s.f.;taurino
taxa;s.f.;taxar
taxado;adj.; cf. tachado;taxar
taxas;adj.;taxa
taxas;adj.;taxar
taxe;s.f. "redução de tumor herniário"; cf. taxe, fl. do v. taxar, táxi (cs) s.m. e taxi s.m.f.;taxar
taxem;s.m.;taxar
taxo;adj. s.m.;taxar
te;pron.;tu
teatraliza;s.f.;teatralizar
teatralizado;adj.;teatralizar
teca;s.f.;tecar
tece;s.m.;tecer
tecedeira;s.f.;tecedor
tecedeira;s.f.;tecedor
teci;s.f.;tecer
tecido;adj. s.m.;tecer
tecla;s.f.;teclar
teclado;s.m.;teclar
tecle;s.f.;teclar
teima;s.f.;teimar
teimado;adj.;teimar
teimo;s.f.;teimar
teimosa;s.f.;teimoso
telas;s.f.;tela
telecomanda;adj.;telecomandar
telecomandado;adj.;telecomandar
telecomando;s.m.;telecomandar
telefona;s.f.;telefonar
telefonada;s.f.;telefonar
telefonado;adj.;telefonar
telefone;s.m.;telefonar
telefonem;s.m.;telefonar
telefono;s.m.;telefonar
telegrafa;s.f.;telegrafar
telegrafado;adj.;telegrafar
telegrafo;s.m.; cf. telegrafo, fl. do v. telegrafar;telegrafar
teleguia;adj. s.m.;teleguiar
teleguiado;adj. s.m.;teleguiar
telha;s.f.;telhar
telhado;s.m.;telhar
telham;s.m.;telhar
telhe;s.f.;telhar
telhei;s.f.;telhar
telho;s.m.;telhar
tem;interj. "alto";ter
tema;s.m.;temer
teme;adj.;temer
temem;adj. s.2g.;temer
temera;s.f.;temer
temes;adj. s.m.;temer
temi;s.f.; cf. temia, fl. do v. temer;temer
temia;s.f.; cf. temia, fl. do v. temer;temer
temido;adj.;temer
temo;s.m.;temer
tempera;s.f.; cf. tempera, fl. do v. temperar;temperar
temperada;s.f.;temperado
temperada;s.f.;temperar
temperado;adj. s.m.;temperar
temperam;adj. s.2g.;temperar
tempere;s.m.;temperar
temperei;s.m.;temperar
tempero;s.m.; cf. tempero, fl. do v. temperar;temperar
tempestua;v.;tempestuar
tempestuo;s.f.;tempestuar
temporaliza;s.f.;temporalizar
temporalizado;adj.;temporalizar
temporiza;s.f.;temporizar
temporizado;adj.;temporizar
temporizam;s.m.;temporizar
tempos;adj.2g.;tempo
tenciona;v.;tencionar
tencione;adj. s.m.;tencionar
tencionei;adj. s.m.;tencionar
tenda;s.m.f.;tender
tende;s.f.;tender
tendei;s.f.;tender
tendi;adj.;tender
tendido;adj.;tender
tendo;s.f.;tender
tenha;adj. s.2g.;ter
tens;s.f. "carro romano"; cf. tença;ter
tensa;s.f. "carro romano"; cf. tença;tenso
tensa;s.f. "carro romano"; cf. tença;tenso
tensa;s.f. "carro romano"; cf. tença;tender
tenso;adj. s.m.;tender
tenta;s.f.;tentar
tentado;adj.;tentar
tentam;s.m.;tentar
tentativa;s.f.;tentativo
tentativa;s.f.;tentativo
tente;s.f.;tentar
tentei;s.m.;tentar
tentem;s.m. "erva-de-passarinho"; cf. tem-tem;tentar
tento;s.m.;tentar
teocratiza;s.f.;teocratizar
teocratizado;adj.;teocratizar
teologiza;v.;teologizar
teoriza;s.f.;teorizar
teorizado;adj.;teorizar
terce;s.f.;terçar
tercei;s.f.;terçar
terceira;s.f.;terceiro
terceira;s.f.;terceiro
terceto;s.m.; cf. terceto, fl. do v. tercetar;tercetar
terei;adj. s.f. de tereu;ter
terem;s.m.; cf. terem, fl. do v. ter;ter
teres;s.m.pl.;ter
tergiversa;s.f.;tergiversar
tergiversado;adj.;tergiversar
teria;s.f.;ter
terias;s.f.2n.;ter
termas;s.f.pl.;terma
termina;s.f.;terminar
terminado;adj.;terminar
terminai;s.f.pl.;terminar
terminais;s.f.pl.;terminal
terminais;s.f.pl.;terminal
terminais;s.f.pl.;terminar
termino;s.m.; cf. termino, fl. do v. terminar;terminar
termos;adj. s.m.;termo
termos;adj. s.m.;ter
terna;adj.;terno
terras;s.f.pl.;terra
terrena;adj.2g.;terreno
terrifica;s.f.;terrificar
terrificado;adj.;terrificar
terrifico;adj.; cf. terrifico, fl. do v. terrificar;terrificar
tese;s.f.;tesar
teso;adj. s.m.; cf. teso, fl. do v. tesar;tesar
tesoira;s.f.;tesoirar
tesoirada;s.f.;tesoirar
tesoirado;s.m.;tesoirar
tesoiraria;s.f.;tesoirar
tesoire;s.m.;tesoirar
tesoirei;s.m.;tesoirar
tesoirinha;s.f.;tesoira
tesoiro;s.m.;tesoirar
tesoura;s.f.;tesourar
tesourada;s.f.;tesourar
tesourado;s.m.;tesourar
tesouraria;s.f.;tesourar
tesoure;s.m.;tesourar
tesourei;s.m.;tesourar
tesourinha;s.f.;tesoura
tesouro;s.m.;tesourar
testa;s.2g.;testo
testa;s.2g.;testo
testa;s.2g.;testar
testada;s.f.;testar
testado;adj. s.m.;testar
testam;adj.;testar
teste;s.m.f.;testar
testei;s.f.;testar
testem;s.2g.;testar
testemunha;s.2g.;testemunhar
testemunhado;adj.;testemunhar
testemunho;s.m.;testemunhar
testifica;s.f.;testificar
testificado;adj.;testificar
testo;s.m. "tampa de vasilha"; cf. texto (ê), testo adj. s.m. e fl. do v. testar;testar
testos;s.f.;testo
testos;s.f.;testo
tetaniza;s.f.;tetanizar
tetanizado;adj.;tetanizar
teu;adj. s.m. pron.; cf. téu;tu
ti;s.m. pron.;tu
tia;s.f. "irmã do pai e da mãe em relação aos filhos", etc.; cf. tiã;tio
tias;s.f.2n.;tio
tido;adj.;ter
tifos;s.f.;tifo
tigres;s.f.;tigre
tilinta;s.f.;tilintar
tilintada;s.f.;tilintar
tilintado;adj.;tilintar
timbra;s.f.;timbrar
timbrado;adj.;timbrar
timbram;s.m.;timbrar
timbre;s.m.;timbrar
timbrei;s.f.;timbrar
timbro;s.f.;timbrar
timoneira;s.f.;timoneiro
tinge;s.m.; pl. tinge-burros;tingir
tingi;adj. s.m.;tingir
tingido;adj.;tingir
tingis;s.m.2n.;tingir
tinha;s.f.;ter
tinhosa;s.f.;tinhoso
tinta;s.f.;tinto
tinta;s.f.;tinto
tinta;s.f.;tingir
tintina;s.m.;tintinar
tintinado;adj.;tintinar
tintino;s.m.;tintinar
tinto;adj. s.m.;tingir
tintureira;s.f.;tintureiro
tintureira;s.f.;tintureiro
tios;s.f.;tio
tipa;s.f.;tipo
tipifica;s.f.;tipificar
tipificado;adj.;tipificar
tipos;s.m.;tipo
tique;adj.2g. s.m.;ticar
tira;s.f.2n.;tirar
tirada;s.f.;tirado
tirada;s.f.;tirado
tirada;s.f.;tirar
tirado;adj.;tirar
tiram;s.m.;tirar
tirana;s.f.;tirano
tiraniza;s.f.;tiranizar
tiranizado;adj.;tiranizar
tiranos;adj. s.m.;tirano
tiranos;adj. s.m.;tirano
tirantes;s.m.pl.;tirante
tirantes;s.m.pl.;tirante
tiras;s.f.2n.;tira
tiras;s.f.2n.;tirar
tire;s.m.2n.;tirar
tirei;s.f.;tirar
tirem;s.f.;tirar
tires;s.f.;tirar
tirita;s.f.;tiritar
tiritado;adj.;tiritar
tirite;s.f.;tiritar
tirites;adj.;tiritar
tiro;s.m.;tirar
tirolesa;s.f.;tirolês
tirolesa;s.f.;tirolês
tiros;s.f.;tiro
tiroteio;s.m.;tirotear
tisna;s.f.;tisnar
tisnado;adj. s.m.;tisnar
tisne;s.m.;tisnar
tisnei;s.f.;tisnar
titubeado;adj.;titubear
titubeio;s.m.;titubear
titula;s.f.;titular
titulado;adj.;titular
titulando;adj. s.m.;titular
titule;s.f.;titular
titulei;s.f.;titular
titulo;s.m.; cf. titulo, fl. do v. titular;titular
toa;s.f.;toar
toada;s.f.;toar
toadas;s.f.pl.;toar
toalhinha;s.f.;toalha
toas;s.m. ing.</span><span class="palavra-estrangeira">estrangeira;toa
toas;s.m. ing.</span><span class="palavra-estrangeira">estrangeira;toar
toca;s.f.;tocar
tocada;s.f.;tocado
tocada;s.f.;tocar
tocado;adj.;tocar
tocai;s.m.; cf. tocai, fl. do v. tocar;tocar
tocam;s.f.;tocar
tocaria;adj. s.m.;tocar
toco;adj. s.m.; "parte de uma planta presa ao solo"; cf. tocó adj. s.m. e toco, fl. do v. tocar; pl. (ô ou ó);tocar
toda;adj. s.2g. s.f.;todo
toda;adj. s.2g. s.f.;todo
toda;adj. s.2g. s.f.;todo
todos;adj. s.2g.; pl. todos-santenses;todo
todos;adj. s.2g.; pl. todos-santenses;todo
todos;adj. s.2g.; pl. todos-santenses;todo
toe;s.f.;toar
toei;s.f.;toar
toes;s.f. "medida"; cf. toeza (ê) s.f. e toesa, fl. do v. toesar;toar
toireado;adj.;toirear
toireio;s.m.;toirear
tojos;adj.; f. (ó); pl. (ó);tojo
tola;s.2g. "peso indiano"; cf. tola e tolã;tolo
tola;s.2g. "peso indiano"; cf. tola e tolã;tolo
tolda;s.f.; cf. tolda, fl. do v. toldar;toldar
toldado;adj.;toldar
toldam;s.m.;toldar
toldaria;s.f.;toldar
tolde;s.m.;toldar
toldei;s.f.;toldar
toldo;s.m.; cf. toldo, fl. do v. toldar;toldar
tolera;s.f.;tolerar
tolerada;s.f.;tolerar
tolerado;adj.;tolerar
toleram;s.m.;tolerar
tolero;s.m.;tolerar
tolhe;s.m.;tolher
tolhei;s.f.;tolher
tolhi;adj. s.m.;tolher
tolhido;adj.;tolher
tolho;s.m.;tolher
tolinha;s.f.;tolo
tolinha;s.f.;tolo
tolos;adj. s.m.;tolo
tolos;adj. s.m.;tolo
toma;s.m.2n.;tomar
tomada;s.f.;tomado
tomada;s.f.;tomado
tomada;s.f.;tomar
tomado;adj.;tomar
tomai;s.m.; pl. tomai-mais;tomar
tomam;s.m.;tomar
tomara;interj.;tomar
tomarei;adj. s.m.;tomar
tomas;adj. s.2g.; pl. tomás-aquinenses;tomar
tomateira;s.f.;tomateiro
tomates;s.m.pl.;tomate
tomba;s.m.2n.;tombar
tombada;s.f.;tombar
tombado;adj.;tombar
tombam;s.m.;tombar
tombara;s.f.;tombar
tombas;s.m.;tomba
tombas;s.m.;tombar
tombe;s.f.;tombar
tombei;s.m.;tombar
tombo;s.m.;tombar
tombola;s.f.; cf. tombola, fl. do v. tombolar;tombolar
tombolo;s.m.; cf. tombolo, fl. do v. tombolar;tombolar
tome;s.m.;tomar
tomo;s.m.;tomar
tomos;s.f.;tomo
tona;s.f.;tonar
tonaliza;s.f.;tonalizar
tonalizado;adj.;tonalizar
tone;s.m. "embarcação"; cf. tôni;tonar
tonei;s.f.;tonar
tonem;s.m.;tonar
tones;s.f.;tonar
tonifica;s.f.;tonificar
tonificado;adj.;tonificar
tono;s.m.;tonar
tons;v.;tom
tonsura;s.f.;tonsurar
